the_geom,MainStreet,CrossStree,Install_Da,LONG,LAT,X,Y
POINT (-73.8860343986216 40.75922388980776),31 Avenue,82 Street,09/15/2016 12:00:00 AM,-73.8860343986,40.7592238898,1015822.39518,215902.987207
POINT (-73.88503679799824 40.753722425738616),34 Avenue,82 Street,09/15/2016 12:00:00 AM,-73.885036798,40.7537224257,1016101.39527,213898.987606
POINT (-73.88468283523031 40.751778789945526),35 Avenue,82 Street,09/15/2016 12:00:00 AM,-73.8846828352,40.7517787899,1016200.3954,213190.98771
POINT (-73.88430741224953 40.74973632013904),37 Avenue,82 Street,09/15/2016 12:00:00 AM,-73.8843074122,40.7497363201,1016305.39487,212446.987885
POINT (-73.99361529292888 40.73599638942277),5 Avenue,East 14 Street,09/06/2016 12:00:00 AM,-73.9936152929,40.7359963894,986019.400977,207419.989737
POINT (-73.98085162009559 40.7135456080814),Madison Street,Jackson Street,05/10/2016 12:00:00 AM,-73.9808516201,40.7135456081,989558.399804,199240.991332
POINT (-73.96002717433737 40.79802899764279),Central Park West,West 106 Street,06/03/2016 12:00:00 AM,-73.9600271743,40.7980289976,995317.400097,230022.985214
POINT (-73.98497427634955 40.77911551588337),West End Avenue,West 71 Street,06/03/2016 12:00:00 AM,-73.9849742763,40.7791155159,988411.400786,223129.986532
POINT (-73.9999155706399 40.72692515359314),West Houston St,West Broadway,06/09/2016 12:00:00 AM,-73.9999155706,40.7269251536,984273.401188,204114.990442
POINT (-73.99200437432916 40.74909423590515),7 Avenue,West 31 Street,06/25/2016 12:00:00 AM,-73.9920043743,40.7490942359,986465.401069,212191.988723
POINT (-73.99110915343805 40.75031009383217),7 Avenue,West 33 Street,06/25/2016 12:00:00 AM,-73.9911091534,40.7503100938,986713.400901,212634.988822
POINT (-73.9948410414238 40.75028561875382),8 Avenue,West 31 Street,06/25/2016 12:00:00 AM,-73.9948410414,40.7502856188,985679.401329,212625.98884
POINT (-73.95272068024016 40.81822739483631),Amsterdam Avenue,West 134 Street,07/18/2016 12:00:00 AM,-73.9527206802,40.8182273948,997336.399668,237382.983617
POINT (-73.95174423995387 40.81956366849317),Amsterdam Avenue,West 136 Street,07/18/2016 12:00:00 AM,-73.95174424,40.8195636685,997606.399456,237869.983627
POINT (-73.95082562602823 40.82082036071237),Amsterdam Avenue,West 138 Street,07/18/2016 12:00:00 AM,-73.950825626,40.8208203607,997860.399604,238327.983367
POINT (-73.98669447564052 40.77166102275777),Parsons Blvd,West 61 Street,07/25/2016 12:00:00 AM,-73.9866944756,40.7716610228,987935.401082,220413.987371
POINT (-73.98532936027726 40.77352178968708),Parsons Blvd,West 64 Street,07/25/2016 12:00:00 AM,-73.9853293603,40.7735217897,988313.400982,221091.987328
POINT (-73.98304676321293 40.776675179032914),Parsons Blvd,West 69 Street,07/25/2016 12:00:00 AM,-73.9830467632,40.776675179,988945.40103,222240.986998
POINT (-73.9825808338918 40.77729541971859),Parsons Blvd,West 70 Street,07/25/2016 12:00:00 AM,-73.9825808339,40.7772954197,989074.400772,222466.986874
POINT (-73.97974530001903 40.781186991091225),Parsons Blvd,West 76 Street,07/25/2016 12:00:00 AM,-73.9797453,40.7811869911,989859.400515,223884.986663
POINT (-73.97928291037881 40.78183192121215),Amsterdam Avenue,West 77 Street,07/25/2016 12:00:00 AM,-73.9792829104,40.7818319212,989987.400587,224119.986521
POINT (-73.97882051789303 40.78245763541137),Amsterdam Avenue,West 78 Street,07/25/2016 12:00:00 AM,-73.9788205179,40.7824576354,990115.400659,224347.986065
POINT (-73.97360712880271 40.7896065882029),Amsterdam Avenue,West 89 Street,07/25/2016 12:00:00 AM,-73.9736071288,40.7896065882,991558.400726,226952.985776
POINT (-73.97314463023937 40.79023502540285),Amsterdam Avenue,West 90 Street,07/25/2016 12:00:00 AM,-73.9731446302,40.7902350254,991686.400141,227181.985974
POINT (-73.97268934330916 40.790863460595546),Amsterdam Avenue,West 91 Street,07/25/2016 12:00:00 AM,-73.9726893433,40.7908634606,991812.400218,227410.985516
POINT (-73.9722304375269 40.79148915013404),Amsterdam Avenue,West 92 Street,07/25/2016 12:00:00 AM,-73.9722304375,40.7914891501,991939.400292,227638.985717
POINT (-73.97177152079159 40.792120326333155),Amsterdam Avenue,West 93 Street,07/25/2016 12:00:00 AM,-73.9717715208,40.7921203263,992066.400366,227868.985585
POINT (-73.96941537515787 40.79535301586179),Amsterdam Avenue,West 98 Street,07/25/2016 12:00:00 AM,-73.9694153752,40.7953530159,992718.400374,229046.985197
POINT (-73.96847574834572 40.7966345512224),Amsterdam Avenue,West 100 Street,07/25/2016 12:00:00 AM,-73.9684757483,40.7966345512,992978.400182,229513.985247
POINT (-73.96666143485356 40.79912350862262),Amsterdam Avenue,West 104 Street,07/25/2016 12:00:00 AM,-73.9666614349,40.7991235086,993480.400162,230420.985074
POINT (-73.96620602592576 40.79975191822579),Amsterdam Avenue,West 105 Street,07/25/2016 12:00:00 AM,-73.9662060259,40.7997519182,993606.400238,230649.984944
POINT (-73.96521567133513 40.801102029302626),Amsterdam Avenue,West 107 Street,07/25/2016 12:00:00 AM,-73.9652156713,40.8011020293,993880.400347,231141.984944
POINT (-73.96475662299817 40.80173317661289),Amsterdam Avenue,West 108 Street,07/25/2016 12:00:00 AM,-73.964756623,40.8017331766,994007.400093,231371.984812
POINT (-73.96430117794604 40.80236432405077),Amsterdam Avenue,West 109 Street,07/25/2016 12:00:00 AM,-73.9643011779,40.8023643241,994133.399841,231601.985008
POINT (-73.96292395572043 40.80424951484096),Amsterdam Avenue,West 112 Street,07/25/2016 12:00:00 AM,-73.9629239557,40.8042495148,994514.400063,232288.984619
POINT (-73.96247208974803 40.804877910340664),Amsterdam Avenue,West 113 Street,07/25/2016 12:00:00 AM,-73.9624720897,40.8048779103,994639.399813,232517.984489
POINT (-73.95872674054098 40.810001029589934),Amsterdam Avenue,West 121 Street,07/25/2016 12:00:00 AM,-73.9587267405,40.8100010296,995675.400037,234384.984364
POINT (-73.95827119033675 40.81061842788183),Amsterdam Avenue,West 122 Street,07/25/2016 12:00:00 AM,-73.9582711903,40.8106184279,995801.399785,234609.984242
POINT (-73.95780839163211 40.81125777939721),Amsterdam Avenue,West 123 Street,07/25/2016 12:00:00 AM,-73.9578083916,40.8112577794,995929.399858,234842.984104
POINT (-73.95499889348608 40.81510481605367),Amsterdam Avenue,West 129 Street,07/25/2016 12:00:00 AM,-73.9549988935,40.8151048161,996706.399616,236244.983924
POINT (-73.95454687966895 40.81573043466873),Amsterdam Avenue,West 130 Street,07/25/2016 12:00:00 AM,-73.9545468797,40.8157304347,996831.399694,236472.983797
POINT (-73.95408763374739 40.81635330385688),Amsterdam Avenue,West 131 Street,07/25/2016 12:00:00 AM,-73.9540876337,40.8163533039,996958.399768,236699.983671
POINT (-73.9452951267077 40.828390541656596),Amsterdam Avenue,West 150 Street,07/25/2016 12:00:00 AM,-73.9452951267,40.8283905417,999389.399171,241086.983099
POINT (-73.81491657384952 40.732029870170344),Kissena Blvd,Jewel Avenue,05/05/2016 12:00:00 AM,-73.8149165738,40.7320298702,1035545.39116,206028.988582
POINT (-73.88637451605372 40.71219834001592),Metropolitan Avenue,69 Street,06/09/2016 12:00:00 AM,-73.8863745161,40.71219834,1015750.39466,198769.990633
POINT (-73.87634468496259 40.74052489468524),Corona Avenue,88 Street,06/15/2016 12:00:00 AM,-73.876344685,40.7405248947,1018516.39471,209093.988686
POINT (-73.8617760086457 40.74427413223382),Corona Avenue,102 Street,06/15/2016 12:00:00 AM,-73.8617760086,40.7442741322,1022551.39386,210465.988238
POINT (-73.85868014478675 40.74402334696788),Corona Avenue,104 Street,06/15/2016 12:00:00 AM,-73.8586801448,40.744023347,1023409.39378,210375.98809
POINT (-73.8674715182378 40.74208776859815),Corona Avenue,Junction Blvd,06/15/2016 12:00:00 AM,-73.8674715182,40.7420877686,1020974.39406,209666.988196
POINT (-73.84911775213885 40.713291869252046),71 Avenue,Kessel Street,06/17/2016 12:00:00 AM,-73.8491177521,40.7132918693,1026078.39271,199183.990133
POINT (-73.83932259263558 40.72296488681264),112th St,71 Avenue,06/17/2016 12:00:00 AM,-73.8393225926,40.7229648868,1028787.39254,202712.989637
POINT (-73.8249332339287 40.76212254622558),Bowne Street,38 Avenue,06/17/2016 12:00:00 AM,-73.8249332339,40.7621225462,1032747.39217,216986.986679
POINT (-73.82355524794256 40.759032602100305),Bowne St,Barclay Avenue,06/17/2016 12:00:00 AM,-73.8235552479,40.7590326021,1033131.39205,215861.986961
POINT (-73.90069587693142 40.70176226413562),Forest Avenue,69 Avenue,07/08/2016 12:00:00 AM,-73.9006958769,40.7017622641,1011784.39571,194962.991357
POINT (-73.9050902889577 40.710746843246596),Forest Avenue,Bleecker Street,07/08/2016 12:00:00 AM,-73.905090289,40.7107468432,1010562.39585,198234.990719
POINT (-73.9009833941945 40.70244046981303),Forest Avenue,Catalpa Avenue,07/08/2016 12:00:00 AM,-73.9009833942,40.7024404698,1011704.39554,195209.99152
POINT (-73.89859985514384 40.697426448989475),Decatur Street,Seneca Avenue,07/11/2016 12:00:00 AM,-73.8985998551,40.697426449,1012367.3952,193383.991891
POINT (-73.91139581995745 40.70499335496078),Seneca Avenue,Bleecker Street,07/11/2016 12:00:00 AM,-73.91139582,40.704993355,1008816.39607,196136.991634
POINT (-73.90223908008632 40.699576006943744),Seneca Avenue,Centre Street,07/11/2016 12:00:00 AM,-73.9022390801,40.6995760069,1011357.39558,194165.991967
POINT (-73.90152202578246 40.69915270128603),Seneca Avenue,George Street,07/11/2016 12:00:00 AM,-73.9015220258,40.6991527013,1011556.39551,194011.991947
POINT (-73.91435829323889 40.70674675596104),Seneca Avenue,Stanhope Street,07/11/2016 12:00:00 AM,-73.9143582932,40.706746756,1007994.3964,196774.991014
POINT (-73.82517509744848 40.70298433069148),Hillside Avenue,126 Street,07/13/2016 12:00:00 AM,-73.8251750974,40.7029843307,1032723.39156,195440.990729
POINT (-73.81832712873111 40.70393988420585),Hillside Avenue,136 Street,07/13/2016 12:00:00 AM,-73.8183271287,40.7039398842,1034621.39104,195792.990354
POINT (-73.81443786953658 40.70439480144574),Hillside Avenue,139 Street,07/13/2016 12:00:00 AM,-73.8144378695,40.7043948014,1035699.39086,195960.990346
POINT (-73.81277746339339 40.70486695803084),Hillside Avenue,143 Street,07/13/2016 12:00:00 AM,-73.8127774634,40.704866958,1036159.39059,196133.990328
POINT (-73.8119039349155 40.70511530844901),Hillside Avenue,144 Street,07/13/2016 12:00:00 AM,-73.8119039349,40.7051153084,1036401.39076,196224.990474
POINT (-73.80107454029971 40.70819320353472),Hillside Avenue,161 Street,07/13/2016 12:00:00 AM,-73.8010745403,40.7081932035,1039401.39001,197352.990186
POINT (-73.8105864216127 40.705486436937164),Hillside Avenue,146 Street,07/14/2016 12:00:00 AM,-73.8105864216,40.7054864369,1036766.39069,196360.99053
POINT (-73.80449674145056 40.70721918373193),Hillside Avenue,153 Street,07/14/2016 12:00:00 AM,-73.8044967415,40.7072191837,1038453.39027,196995.990244
POINT (-73.78178307328066 40.71313177335609),Hillside Avenue,181 Street,07/14/2016 12:00:00 AM,-73.7817830733,40.7131317734,1044745.38917,199164.989843
POINT (-73.78058814852669 40.713420447159216),Hillside Ave,182 Street,07/14/2016 12:00:00 AM,-73.7805881485,40.7134204472,1045076.38916,199270.989631
POINT (-73.77799971707199 40.714044036707605),Hillside Avenue,184 Street,07/14/2016 12:00:00 AM,-73.7779997171,40.7140440367,1045793.38904,199499.989501
POINT (-73.76913857317165 40.716647862801835),Hillside Avenue,193 Street,07/14/2016 12:00:00 AM,-73.7691385732,40.7166478628,1048247.3884,200454.989232
POINT (-73.75797208212823 40.72208153058809),Hillside Avenue,208 Street,07/14/2016 12:00:00 AM,-73.7579720821,40.7220815306,1051337.38812,202442.988865
POINT (-73.75728487390255 40.72256316318943),Hillside Avenue,209 Street,07/14/2016 12:00:00 AM,-73.7572848739,40.7225631632,1051527.38774,202618.988841
POINT (-73.73889163532367 40.733010676963744),Hillside Avenue,231 Street,07/14/2016 12:00:00 AM,-73.7388916353,40.733010677,1056614.38708,206439.98776
POINT (-73.73800664894497 40.733255696280125),Hillside Avenue,232 Street,07/14/2016 12:00:00 AM,-73.7380066489,40.7332556963,1056859.38725,206529.987908
POINT (-73.71834431192362 40.735171790965175),Hillside Avenue,249 Street,07/14/2016 12:00:00 AM,-73.7183443119,40.735171791,1062306.38587,207244.987463
POINT (-73.71192989164561 40.736547521129154),Hillside Avenue,256 Street,07/15/2016 12:00:00 AM,-73.7119298916,40.7365475211,1064082.3856,207751.987433
POINT (-73.70921740086366 40.73713082880584),Hillside Avenue,259 Street,07/15/2016 12:00:00 AM,-73.7092174009,40.7371308288,1064833.38541,207966.987331
POINT (-73.74398259024343 40.73026910818653),Hillside Ave,Braddock Avenue,07/15/2016 12:00:00 AM,-73.7439825902,40.7302691082,1055206.38727,205436.988126
POINT (-73.73545482165207 40.73345297457046),Hillside Avenue,Winchester Blvd,07/15/2016 12:00:00 AM,-73.7354548217,40.7334529746,1057566.38682,206603.98776
POINT (-73.92514209294988 40.81004449754698),E 138 Street,Alexander Avenue,07/28/2016 12:00:00 AM,-73.9251420929,40.8100444975,1004972.39785,234406.983992
POINT (-73.92004394120045 40.80789744479968),E 138 Street,Brown Place,07/28/2016 12:00:00 AM,-73.9200439412,40.8078974448,1006384.39765,233625.983913
POINT (-73.91449485062742 40.80555221308988),E 138 Street,Cypress Avenue,07/28/2016 12:00:00 AM,-73.9144948506,40.8055522131,1007921.3972,232772.984307
POINT (-73.91278723666233 40.80483181531004),E 138 Street,Jackson Avenue,07/28/2016 12:00:00 AM,-73.9127872367,40.8048318153,1008394.39724,232510.984175
POINT (-73.91747693942281 40.80681421552091),E 138 Street,St Anns Avenue,07/28/2016 12:00:00 AM,-73.9174769394,40.8068142155,1007095.39754,233231.984373
POINT (-74.00951055533554 40.61139714853003),86 Street,15 Avenue,05/02/2016 12:00:00 AM,-74.0095105553,40.6113971485,981609.40061,162024.999163
POINT (-73.96956445015735 40.61938909201585),Ocean Parkway,Avenue L,06/07/2016 12:00:00 AM,-73.9695644502,40.619389092,992699.398444,164937.99793
POINT (-73.96910809254527 40.616995511497116),Ocean Parkway,Avenue M,06/07/2016 12:00:00 AM,-73.9691080925,40.6169955115,992826.39819,164065.998033
POINT (-73.96816318348681 40.6119448345969),Ocean Parkway,Avenue O,06/07/2016 12:00:00 AM,-73.9681631835,40.6119448346,993089.39832,162225.998433
POINT (-73.96679449598636 40.6047942573161),Ocean Parkway,Avenue R,06/07/2016 12:00:00 AM,-73.966794496,40.6047942573,993470.397886,159620.999049
POINT (-73.9646361891022 40.5933148702327),Ocean Parkway,Avenue W,06/07/2016 12:00:00 AM,-73.9646361891,40.5933148702,994071.397996,155438.999539
POINT (-73.97318407746145 40.63851568245888),Ocean Parkway,Cortelyou Road,06/07/2016 12:00:00 AM,-73.9731840775,40.6385156825,991692.398489,171905.996789
POINT (-73.97273466290106 40.63612486677014),Ocean Parkway,Ditmas Avenue,06/07/2016 12:00:00 AM,-73.9727346629,40.6361248668,991817.398567,171034.996563
POINT (-73.97156630650798 40.629979005452654),Ocean Parkway,Foster Avenue,06/07/2016 12:00:00 AM,-73.9715663065,40.6299790055,992142.398573,168795.997432
POINT (-73.96804236432739 40.578430814391126),Ocean Parkway,Ocean View Avenue,06/07/2016 12:00:00 AM,-73.9680423643,40.5784308144,993127.397916,150016.000871
POINT (-73.97171009064989 40.630739346845935),Ocean Parkway,Parkville Avenue,06/07/2016 12:00:00 AM,-73.9717100906,40.6307393468,992102.398653,169072.997206
POINT (-73.96733168042739 40.58151028246949),Ocean Parkway,West Avenue,06/07/2016 12:00:00 AM,-73.9673316804,40.5815102825,993324.39785,151138.000595
POINT (-73.88050435009984 40.67675741260969),Liberty Avenue,Berriman Street,06/14/2016 12:00:00 AM,-73.8805043501,40.6767574126,1017395.394,185859.993159
POINT (-73.87069546341985 40.67817409018918),Liberty Avenue,Crescent Street,06/14/2016 12:00:00 AM,-73.8706954634,40.6781740902,1020115.39381,186379.992775
POINT (-73.88322336099013 40.676362211652474),Liberty Avenue,Linwood Street,06/14/2016 12:00:00 AM,-73.883223361,40.6763622117,1016641.39419,185714.993121
POINT (-73.87866160789721 40.67702447161407),Liberty Avenue,Montauk Avenue,06/14/2016 12:00:00 AM,-73.8786616079,40.6770244716,1017906.39396,185957.992963
POINT (-73.88142751278389 40.676626618660286),Liberty Avenue,Shepherd Avenue,06/14/2016 12:00:00 AM,-73.8814275128,40.6766266187,1017139.39418,185811.993255
POINT (-73.88647965652247 40.67587964513979),Liberty Avenue,Warwick street,06/14/2016 12:00:00 AM,-73.8864796565,40.6758796451,1015738.39436,185537.993147
POINT (-73.96280788278472 40.61765788520246),Avenue M,E 12 Street,06/21/2016 12:00:00 AM,-73.9628078828,40.6176578852,994575.397972,164307.997877
POINT (-73.96188568961365 40.61779756818855),Avenue M,E 13 Street,06/21/2016 12:00:00 AM,-73.9618856896,40.6177975682,994831.398117,164358.998104
POINT (-73.96096351623802 40.617898815861174),Avenue M,E 14 Street,06/21/2016 12:00:00 AM,-73.9609635162,40.6178988159,995087.397933,164395.99803
POINT (-73.96004133724009 40.61800280092121),Avenue M,E 15 Street,06/21/2016 12:00:00 AM,-73.9600413372,40.6180028009,995343.398077,164433.997954
POINT (-73.94651095724419 40.61948497881317),Avenue M,E 29 Street,06/21/2016 12:00:00 AM,-73.9465109572,40.6194849788,999099.397126,164975.997854
POINT (-73.9744428286893 40.61641218162502),McDonald Ave,Avenue M,06/21/2016 12:00:00 AM,-73.9744428287,40.6164121816,991345.398527,163852.998459
POINT (-73.95860859463461 40.66889060025912),Franklin Avenue,President Street,07/08/2016 12:00:00 AM,-73.9586085946,40.6688906003,995732.398283,182973.994338
POINT (-73.9603345229386 40.6641015722588),Sullivan Place,Sullivan Place,07/08/2016 12:00:00 AM,-73.9603345229,40.6641015723,995254.398255,181228.994875
POINT (-73.96204361796482 40.58711354192613),Avenue Z,E 7 Street,07/11/2016 12:00:00 AM,-73.962043618,40.5871135419,994792.397538,153180.000448
POINT (-73.95149373629536 40.5882706219784),Avenue Z,E 18 Street,07/11/2016 12:00:00 AM,-73.9514937363,40.588270622,997722.396928,153602.999931
POINT (-73.95053594754022 40.588374515882755),Avenue Z,E 19 Street,07/11/2016 12:00:00 AM,-73.9505359475,40.5883745159,997988.397052,153640.999855
POINT (-73.94456949894975 40.589033290015514),Bedford Avenue,Avenue Z,07/11/2016 12:00:00 AM,-73.9445694989,40.58903329,999645.396691,153882.000029
POINT (-73.95912240122692 40.67750663316583),Classon Avenue,Bergen st,07/11/2016 12:00:00 AM,-73.9591224012,40.6775066332,995588.398243,186112.993637
POINT (-73.96029006621404 40.69033884966768),Classon Avenue,De Kalb Ave,07/11/2016 12:00:00 AM,-73.9602900662,40.6903388497,995262.398567,190787.992818
POINT (-73.95884432490452 40.67827232630999),Classon Avenue,Dean Street,07/11/2016 12:00:00 AM,-73.9588443249,40.6782723263,995665.398417,186391.993736
POINT (-73.95927632704652 40.685208519906865),Classon Avenue,Gates Avenue,07/11/2016 12:00:00 AM,-73.959276327,40.6852085199,995544.398659,188918.993275
POINT (-73.958395701296 40.680789121890456),Classon Avenue,Lefferts Pl,07/11/2016 12:00:00 AM,-73.9583957013,40.6807891219,995789.398169,187308.993542
POINT (-73.95856624167416 40.679040763478895),Classon Avenue,Pacific Street,07/11/2016 12:00:00 AM,-73.9585662417,40.6790407635,995742.398263,186671.993832
POINT (-73.96007215660366 40.67486923890115),Classon Avenue,Park Place,07/11/2016 12:00:00 AM,-73.9600721566,40.6748692389,995325.398441,185151.993919
POINT (-73.9607076877674 40.67311280220366),Classon Avenue,St Johns Pl,07/11/2016 12:00:00 AM,-73.9607076878,40.6731128022,995149.398465,184511.994215
POINT (-73.95943298678381 40.6766256704446),Classon Avenue,St Marks Ave,07/11/2016 12:00:00 AM,-73.9594329868,40.6766256704,995502.398415,185791.993623
POINT (-73.96038992577819 40.67399102148771),Classon Avenue,Sterling Place,07/11/2016 12:00:00 AM,-73.9603899258,40.6739910215,995237.398617,184831.994231
POINT (-73.90517250598471 40.66309767206301),Mother Gaston Boulevard,Livonia Avenue,07/11/2016 12:00:00 AM,-73.905172506,40.6630976721,1010558.39521,180874.994271
POINT (-73.89403932435648 40.664743057708556),Pennsylvania Ave,Livonia Avenue,07/11/2016 12:00:00 AM,-73.8940393244,40.6647430577,1013646.39461,181477.994049
POINT (-73.95679294869979 40.60589433933887),Avenue R,E 16 Street,07/12/2016 12:00:00 AM,-73.9567929487,40.6058943393,996247.397581,160022.998573
POINT (-73.9558277126255 40.605998275368826),Avenue R,E 17 Street,07/12/2016 12:00:00 AM,-73.9558277126,40.6059982754,996515.397701,160060.998826
POINT (-73.95486967679832 40.606104950010184),Avenue R,E 18 Street,07/12/2016 12:00:00 AM,-73.9548696768,40.60610495,996781.397169,160099.998748
POINT (-73.94983453141754 40.606657311208416),Avenue R,E 23 Street,07/12/2016 12:00:00 AM,-73.9498345314,40.6066573112,998179.397326,160301.998672
POINT (-73.90433975622733 40.690827447727926),Cooper Street,Knickerbocker Ave,07/13/2016 12:00:00 AM,-73.9043397562,40.6908274477,1010778.39575,190977.992438
POINT (-73.91486510977343 40.69681656769802),Knickerbocker Ave,Gates Avenue,07/13/2016 12:00:00 AM,-73.9148651098,40.6968165677,1007857.39634,193156.992017
POINT (-73.91636425120929 40.697671289080105),Knickerbocker Ave,Grove Street,07/13/2016 12:00:00 AM,-73.9163642512,40.6976712891,1007441.39619,193467.991723
POINT (-73.90810142588 40.69296868877287),Knickerbocker Ave,Halsey Street,07/13/2016 12:00:00 AM,-73.9081014259,40.6929686888,1009734.39554,191756.992192
POINT (-73.91937346293844 40.69938342711998),Knickerbocker Ave,Harman Street,07/13/2016 12:00:00 AM,-73.9193734629,40.6993834271,1006606.39655,194090.991789
POINT (-73.91411194604623 40.6963905688889),Knickerbocker Ave,Palmetto Street,07/13/2016 12:00:00 AM,-73.914111946,40.6963905689,1008066.39625,193001.991999
POINT (-73.91185973222585 40.695107059653516),Knickerbocker Ave,Putnam Ave,07/13/2016 12:00:00 AM,-73.9118597322,40.6951070597,1008691.39599,192534.992276
POINT (-73.98469847497643 40.67516609606692),4 Avenue,1 Street,07/15/2016 12:00:00 AM,-73.984698475,40.6751660961,988494.399964,185257.994035
POINT (-73.9882105960659 40.670953280329584),4 Avenue,8 Street,07/15/2016 12:00:00 AM,-73.9882105961,40.6709532803,987520.399943,183722.99448
POINT (-73.99072361763105 40.667937001428065),4 Avenue,13 Street,07/15/2016 12:00:00 AM,-73.9907236176,40.6679370014,986823.400025,182623.99471
POINT (-73.99123196318587 40.66732770105264),4 Avenue,14 Street,07/15/2016 12:00:00 AM,-73.9912319632,40.6673277011,986682.399979,182401.994826
POINT (-73.99392493004488 40.66439096293338),4 Avenue,18 Street,07/15/2016 12:00:00 AM,-73.99392493,40.6643909629,985935.400161,181331.994997
POINT (-73.99450530454345 40.663836547084244),4 Avenue,19 Street,07/15/2016 12:00:00 AM,-73.9945053045,40.6638365471,985774.400154,181129.995073
POINT (-73.99569486269257 40.66268653507525),4 Avenue,21 Street,07/15/2016 12:00:00 AM,-73.9956948627,40.6626865351,985444.400158,180710.994927
POINT (-74.00034095510641 40.65822086044922),4 Avenue,29 Street,07/15/2016 12:00:00 AM,-74.0003409551,40.6582208604,984155.40044,179083.995556
POINT (-74.00092122248795 40.657658176607775),4 Avenue,30 Street,07/15/2016 12:00:00 AM,-74.0009212225,40.6576581766,983994.400434,178878.99531
POINT (-74.00325660975305 40.655421138678506),4 Avenue,34 Street,07/15/2016 12:00:00 AM,-74.0032566098,40.6554211387,983346.400745,178063.995628
POINT (-73.95885697739293 40.698668716536226),Flushing Avenue,Franklin Avenue,07/15/2016 12:00:00 AM,-73.9588569774,40.6986687165,995658.398759,193822.991997
POINT (-73.95727168035377 40.69068635454056),Franklin Avenue,Dekalb Ave,07/15/2016 12:00:00 AM,-73.9572716804,40.6906863545,996099.398533,190914.992892
POINT (-73.95655025067413 40.68552317097868),Franklin Avenue,Gates Avenue,07/15/2016 12:00:00 AM,-73.9565502507,40.685523171,996300.398131,189033.993045
POINT (-73.95596446252789 40.68259153297226),Franklin Avenue,Jefferson Avenue,07/15/2016 12:00:00 AM,-73.9559644625,40.682591533,996463.398133,187965.99354
POINT (-73.95670185379541 40.67416261315912),Franklin Avenue,Park Place,07/15/2016 12:00:00 AM,-73.9567018538,40.6741626132,996260.398211,184894.994105
POINT (-73.95611180582584 40.6833244429714),Franklin Avenue,Putnam Avenue,07/15/2016 12:00:00 AM,-73.9561118058,40.683324443,996422.398215,188232.993334
POINT (-73.95733746698345 40.672406194029975),Franklin Avenue,St Johns Pl,07/15/2016 12:00:00 AM,-73.957337467,40.672406194,996084.398235,184254.994073
POINT (-73.95767782931804 40.69276978323158),Franklin Avenue,Willoughby Ave,07/15/2016 12:00:00 AM,-73.9576778293,40.6927697832,995986.398759,191673.992358
POINT (-73.95843273803759 40.6965633289588),Park Avenue,Franklin Avenue,07/15/2016 12:00:00 AM,-73.958432738,40.696563329,995776.398523,193055.992547
POINT (-74.00384043187924 40.654852951175926),4 Avenue,35 Street,07/26/2016 12:00:00 AM,-74.0038404319,40.6548529512,983184.400741,177856.995714
POINT (-74.0044170372042 40.65430122960633),4 Avenue,36 Street,07/26/2016 12:00:00 AM,-74.0044170372,40.6543012296,983024.400733,177655.995788
POINT (-74.00500084088134 40.65374950479822),4 Avenue,37 Street,07/26/2016 12:00:00 AM,-74.0050008409,40.6537495048,982862.400729,177454.995862
POINT (-74.0067485867905 40.65206137527682),4 Avenue,40 Street,07/26/2016 12:00:00 AM,-74.0067485868,40.6520613753,982377.400715,176839.996107
POINT (-74.00733234980068 40.651504148939836),4 Avenue,41 Street,07/26/2016 12:00:00 AM,-74.0073323498,40.6515041489,982215.401039,176636.996185
POINT (-74.00791610359046 40.65094142914997),4 Avenue,42 Street,07/26/2016 12:00:00 AM,-74.0079161036,40.6509414292,982053.401035,176431.995939
POINT (-74.00849624446975 40.65038419708259),4 Avenue,43 Street,07/26/2016 12:00:00 AM,-74.0084962445,40.6503841971,981892.401029,176228.996017
POINT (-74.01024741787361 40.64869875736008),4 Avenue,46 Street,07/26/2016 12:00:00 AM,-74.0102474179,40.6486987574,981406.401016,175614.995933
POINT (-74.01082031294364 40.648144259749046),4 Avenue,47 Street,07/26/2016 12:00:00 AM,-74.0108203129,40.6481442597,981247.401006,175412.996337
POINT (-74.01781320137016 40.641426902254395),4 Avenue,59 Street,07/26/2016 12:00:00 AM,-74.0178132014,40.6414269023,979306.401279,172965.996638
POINT (-74.01959992414984 40.63970014205428),4 Avenue,62 Street,07/26/2016 12:00:00 AM,-74.0195999241,40.6397001421,978810.401287,172336.996911
POINT (-74.02019427819356 40.63912912392424),4 Avenue,63 Street,07/28/2016 12:00:00 AM,-74.0201942782,40.6391291239,978645.401289,172128.996999
POINT (-74.02323401623289 40.63531055269418),4 Avenue,68 Street,07/28/2016 12:00:00 AM,-74.0232340162,40.6353105527,977801.401665,170737.997485
POINT (-74.02423474518811 40.632851015747484),4 Avenue,72 Street,07/28/2016 12:00:00 AM,-74.0242347452,40.6328510157,977523.401565,169841.997308
POINT (-74.02451911350933 40.63215926928922),4 Avenue,73 Street,07/28/2016 12:00:00 AM,-74.0245191135,40.6321592693,977444.401723,169589.997484
POINT (-74.02478907736767 40.63149771779565),4 Avenue,74 Street,07/28/2016 12:00:00 AM,-74.0247890774,40.6314977178,977369.401545,169348.997638
POINT (-74.02743443514113 40.62501941487477),4 Avenue,83 Street,07/28/2016 12:00:00 AM,-74.0274344351,40.6250194149,976634.401702,166988.998093
