the_geom,MainStreet,CrossStree,Install_Da,LONG,LAT,X,Y
POINT (-73.87780387676918 40.75043229317718),37 Avenue,89 Street,06/01/2019 12:00:00 AM,-73.8778038768,40.7504322932,1018106.99986,212702.999841
POINT (-73.87687613470149 40.7505301169402),37 Avenue,90 Street,06/01/2019 12:00:00 AM,-73.8768761347,40.7505301169,1018364,212739.000097
POINT (-73.87594478072883 40.75062792844189),37 Avenue,91 Street,06/01/2019 12:00:00 AM,-73.8759447807,40.7506279284,1018622.00014,212775.000025
POINT (-73.87501342520545 40.750725732412825),37 Avenue,92 Street,06/01/2019 12:00:00 AM,-73.8750134252,40.7507257324,1018879.99995,212810.999953
POINT (-73.87408567495585 40.75082353279585),37 Avenue,93 Street,06/01/2019 12:00:00 AM,-73.874085675,40.7508235328,1019137.0001,212846.999881
POINT (-73.87316154281442 40.75091584110331),37 Avenue,94 Street,06/01/2019 12:00:00 AM,-73.8731615428,40.7509158411,1019392.99991,212881.000141
POINT (-73.87223730164736 40.75106303587066),37 Avenue,95 Street,06/01/2019 12:00:00 AM,-73.8722373016,40.7510630359,1019649.00006,212935.000033
POINT (-73.86994763007269 40.75179332207014),37 Avenue,97 Street,06/01/2019 12:00:00 AM,-73.8699476301,40.7517933221,1020283.0001,213202.000155
POINT (-73.86907733698521 40.75202838420577),37 Avenue,98 Street,06/01/2019 12:00:00 AM,-73.869077337,40.7520283842,1020523.99995,213287.999983
POINT (-73.86820704200024 40.752260695918935),37 Avenue,99 Street,06/01/2019 12:00:00 AM,-73.868207042,40.7522606959,1020765.00012,213373.000141
POINT (-73.86726451819618 40.75251213015698),37 Avenue,100 Street,06/01/2019 12:00:00 AM,-73.8672645182,40.7525121302,1021025.99993,213464.999957
POINT (-73.86540111501354 40.75300951219947),37 Avenue,102 Street,06/01/2019 12:00:00 AM,-73.865401115,40.7530095122,1021541.99988,213646.999921
POINT (-73.8644477352809 40.753263656346014),37 Avenue,103 Street,06/01/2019 12:00:00 AM,-73.8644477353,40.7532636563,1021806.00001,213740.000063
POINT (-73.86358102977796 40.75349044693924),37 Avenue,104 Street,06/01/2019 12:00:00 AM,-73.8635810298,40.7534904469,1022045.99986,213822.999897
POINT (-73.86210396677579 40.7538949112294),37 Avenue,106 Street,06/01/2019 12:00:00 AM,-73.8621039668,40.7538949112,1022455.00002,213970.999929
POINT (-73.90433538494626 40.75016095164332),58 Street,37 Avenue,06/01/2019 12:00:00 AM,-73.9043353849,40.7501609516,1010756.00013,212595.000057
POINT (-73.84290894331083 40.72497079577621),69 Road,110 Street,06/01/2019 12:00:00 AM,-73.8429089433,40.7249707958,1027791.99985,203441.99999
POINT (-73.84069216758488 40.72563198280213),69 Road,112 Street,06/01/2019 12:00:00 AM,-73.8406921676,40.7256319828,1028405.99993,203684.000162
POINT (-73.86046521691499 40.7539395984657),108 Street,37 Avenue,06/01/2019 12:00:00 AM,-73.8604652169,40.7539395985,1022909.0001,213987.999895
POINT (-73.85999412592584 40.75311285701962),108 Street,37 Drive,01/30/2019 12:00:00 AM,-73.8599941259,40.753112857,1023040.00016,213686.999841
POINT (-73.85958433020447 40.75232187085278),108 Street,38 Avenue,06/01/2019 12:00:00 AM,-73.8595843302,40.7523218709,1023153.99994,213399.000089
POINT (-73.85917815806471 40.75152814191037),108 Street,39 Avenue,06/01/2019 12:00:00 AM,-73.8591781581,40.7515281419,1023267.00004,213110.000011
POINT (-73.85771525519804 40.748691016370195),108 Street,43 Avenue,06/01/2019 12:00:00 AM,-73.8577152552,40.7486910164,1023673.99988,212077.000108
POINT (-73.85561279305301 40.74460420801765),108 Street,50 Avenue,06/01/2019 12:00:00 AM,-73.8556127931,40.744604208,1024259.00002,210589.000132
POINT (-73.85526778482945 40.74393954412706),108 Street,51 Avenue,06/01/2019 12:00:00 AM,-73.8552677848,40.7439395441,1024355.00016,210346.999959
POINT (-73.85065772042387 40.734985754741984),108 Street,63 Avenue,06/01/2019 12:00:00 AM,-73.8506577204,40.7349857547,1025637.99989,207086.999918
POINT (-73.8503056503291 40.73429636393415),108 Street,63 Road,06/01/2019 12:00:00 AM,-73.8503056503,40.7342963639,1025736.00002,206836.000092
POINT (-73.84960508564703 40.732942285408015),108 Street,64 Avenue,06/01/2019 12:00:00 AM,-73.8496050856,40.7329422854,1025930.99996,206343.000093
POINT (-73.84926380591622 40.73227760716113),108 Street,64 Road,06/01/2019 12:00:00 AM,-73.8492638059,40.7322776072,1026026.0001,206100.999921
POINT (-73.84891892602519 40.73161292400996),108 Street,65 Avenue,06/01/2019 12:00:00 AM,-73.848918926,40.731612924,1026121.99991,205859.000077
POINT (-73.84823640185853 40.730283563035115),108 Street,66 Avenue,06/01/2019 12:00:00 AM,-73.8482364019,40.730283563,1026311.99985,205375.000061
POINT (-73.84789514939612 40.729618880488545),108 Street,66 Road,06/01/2019 12:00:00 AM,-73.8478951494,40.7296188805,1026406.99999,205132.999889
POINT (-73.84755390373932 40.728954197770456),108 Street,67 Avenue,06/01/2019 12:00:00 AM,-73.8475539037,40.7289541978,1026502.00013,204891.000045
POINT (-73.84687505458156 40.7276193435248),108 Street,67 Drive,06/01/2019 12:00:00 AM,-73.8468750546,40.7276193435,1026691.00008,204405.000032
POINT (-73.84721266607566 40.72828951308161),108 Street,67 Road,06/01/2019 12:00:00 AM,-73.8472126661,40.7282895131,1026596.99994,204648.999872
POINT (-73.84653020998411 40.72696014138781),108 Street,68 Avenue,06/01/2019 12:00:00 AM,-73.84653021,40.7269601414,1026786.99989,204164.999856
POINT (-73.84618538369345 40.72629544956355),108 Street,68 Road,06/01/2019 12:00:00 AM,-73.8461853837,40.7262954496,1026883.00002,203923.000012
POINT (-73.84516177054131 40.72430138119068),108 Street,69 Road,06/01/2019 12:00:00 AM,-73.8451617705,40.7243013812,1027168.00011,203197.000152
POINT (-73.84447579492205 40.72296924699929),108 Street,70 Avenue,06/01/2019 12:00:00 AM,-73.8444757949,40.722969247,1027359.00006,202712.000138
POINT (-73.84413461218314 40.72230729739605),108 Street,70 Road,06/01/2019 12:00:00 AM,-73.8441346122,40.7223072974,1027453.99987,202470.999963
POINT (-73.85287456888169 40.73928964222144),108 Street,Waldron Street,06/01/2019 12:00:00 AM,-73.8528745689,40.7392896422,1025021.00014,208654.000065
POINT (-73.84482058695119 40.72363394424362),Jewel Avenue,108 Street,06/01/2019 12:00:00 AM,-73.844820587,40.7236339442,1027262.99992,202953.999982
POINT (-73.84256776470228 40.72430884260847),Jewel Avenue,110 Street,06/01/2019 12:00:00 AM,-73.8425677647,40.7243088426,1027886.99998,203201.000144
POINT (-73.84035101418799 40.72496727747774),Jewel Avenue,112 Street,06/01/2019 12:00:00 AM,-73.8403510142,40.7249672775,1028501.00007,203441.99999
POINT (-73.94437624498458 40.67579321708123),Brooklyn Avenue,Bergen Street,06/01/2019 12:00:00 AM,-73.944376245,40.6757932171,999678.99997,185491.000131
POINT (-73.94521275088803 40.66687858383595),Brooklyn Avenue,Carroll Street,06/01/2019 12:00:00 AM,-73.9452127509,40.6668785838,999449.000102,182243.000065
POINT (-73.94529999411762 40.6659865724162),Brooklyn Avenue,Crown Street,06/01/2019 12:00:00 AM,-73.9452999941,40.6659865724,999425.00015,181918.000059
POINT (-73.94430349128773 40.67657269733575),Brooklyn Avenue,Dean Street,06/01/2019 12:00:00 AM,-73.9443034913,40.6765726973,999698.99993,185774.999891
POINT (-73.94404880883378 40.67933656151027),Brooklyn Avenue,Herkimer Street,06/01/2019 12:00:00 AM,-73.9440488088,40.6793365615,999769.000118,186781.999845
POINT (-73.9448709166834 40.67050427154224),Brooklyn Avenue,Lincoln Place,06/01/2019 12:00:00 AM,-73.9448709167,40.6705042715,999542.999914,183564.000048
POINT (-73.94548778486613 40.661147615716594),Brooklyn Avenue,Maple Street,06/01/2019 12:00:00 AM,-73.9454877849,40.6611476157,999373.999924,180154.999976
POINT (-73.94541267539047 40.66043668169214),Brooklyn Avenue,Midwood Street,06/01/2019 12:00:00 AM,-73.9454126754,40.6604366817,999394.999882,179895.999838
POINT (-73.94538002258753 40.66510004695845),Brooklyn Avenue,Montgomery Street,06/01/2019 12:00:00 AM,-73.9453800226,40.665100047,999402.999866,181595.000049
POINT (-73.94423073588946 40.67735217837118),Brooklyn Avenue,Pacific Street,06/01/2019 12:00:00 AM,-73.9442307359,40.6773521784,999718.99989,186058.999979
POINT (-73.94462721896936 40.67311992665331),Brooklyn Avenue,Park Place,06/01/2019 12:00:00 AM,-73.944627219,40.6731199267,999610.000108,184517.00011
POINT (-73.94512911002644 40.667770596814854),Brooklyn Avenue,President Street,06/01/2019 12:00:00 AM,-73.94512911,40.6677705968,999472.000056,182568.000071
POINT (-73.94533757426238 40.65971751413894),Brooklyn Avenue,Rutland Road,06/01/2019 12:00:00 AM,-73.9453375743,40.6597175141,999415.99984,179634.000034
POINT (-73.9444635064926 40.67490669678349),Brooklyn Avenue,St Marks Avenue,06/01/2019 12:00:00 AM,-73.9444635065,40.6749066968,999655.000018,185168.000121
POINT (-73.94471087325184 40.67222791460802),Brooklyn Avenue,Sterling Place,06/01/2019 12:00:00 AM,-73.9447108733,40.6722279146,999587.000154,184192.000104
POINT (-73.94504550537242 40.6686159485328),Brooklyn Avenue,Union Street,06/01/2019 12:00:00 AM,-73.9450455054,40.6686159485,999495.00001,182876.000111
POINT (-73.97312529731428 40.68962070780738),De Kalb Avenue,Cumberland St/Washington Park,06/02/2019 12:00:00 AM,-73.9731252973,40.6896207078,991702.999846,190524.999905
POINT (-73.97709893594902 40.6897725301246),De Kalb Avenue,Fort Greene Place,06/03/2019 12:00:00 AM,-73.9770989359,40.6897725301,990601.000081,190580.000123
POINT (-73.97510490208273 40.68969800648933),De Kalb Avenue,S Portland Avenue,06/04/2019 12:00:00 AM,-73.9751049021,40.6896980065,991153.99996,190552.999849
POINT (-73.9741096886395 40.689662104952575),De Kalb Avenue,South Oxford Street,06/05/2019 12:00:00 AM,-73.9741096886,40.689662105,991430.000064,190539.999875
POINT (-74.00636739172064 40.64545745894244),6 Avenue,47 Street,06/04/2019 12:00:00 AM,-74.0063673917,40.6454574589,982482.999913,174433.999935
POINT (-74.00695110103278 40.64489748934685),6 Avenue,48 Street,06/04/2019 12:00:00 AM,-74.006951101,40.6448974893,982320.999909,174230.000015
POINT (-74.00753119711135 40.644337516989665),6 Avenue,49 Street,06/04/2019 12:00:00 AM,-74.0075311971,40.644337517,982159.999903,174026.000095
POINT (-74.00811488685899 40.64377754051668),6 Avenue,50 Street,06/04/2019 12:00:00 AM,-74.0081148869,40.6437775405,981997.999899,173821.999847
POINT (-74.00869856680973 40.643217561946805),6 Avenue,51 Street,06/04/2019 12:00:00 AM,-74.0086985668,40.6432175619,981835.999895,173617.999927
POINT (-74.00928223696361 40.642657580379684),6 Avenue,52 Street,06/04/2019 12:00:00 AM,-74.009282237,40.6426575804,981673.999891,173414.000007
POINT (-74.00986229400564 40.6420975961245),6 Avenue,53 Street,06/04/2019 12:00:00 AM,-74.009862294,40.6420975961,981512.999885,173210.000087
POINT (-74.01044594416689 40.641534862901004),6 Avenue,54 Street,06/04/2019 12:00:00 AM,-74.0104459442,40.6415348629,981350.999881,173004.99984
POINT (-74.0110295849377 40.64097487236098),6 Avenue,55 Street,06/04/2019 12:00:00 AM,-74.0110295849,40.6409748724,981188.999876,172800.99992
POINT (-74.01160961268812 40.640414879188015),6 Avenue,56 Street,06/04/2019 12:00:00 AM,-74.0116096127,40.6404148792,981027.99987,172597
POINT (-74.01219323389728 40.63985488267287),6 Avenue,57 Street,06/04/2019 12:00:00 AM,-74.0121932339,40.6398548827,980865.999866,172393.00008
POINT (-74.01277684531078 40.63929488316123),6 Avenue,58 Street,06/04/2019 12:00:00 AM,-74.0127768453,40.6392948832,980703.999862,172189.00016
POINT (-74.01335684379501 40.63873488017129),6 Avenue,59 Street,06/04/2019 12:00:00 AM,-74.0133568438,40.6387348802,980542.999856,171984.999912
POINT (-74.01456724499678 40.6375709442355),6 Avenue,61 Street,06/04/2019 12:00:00 AM,-74.014567245,40.6375709442,980206.999872,171561.000104
POINT (-74.01396204967399 40.63815291381455),60 Street,6 Avenue,06/04/2019 12:00:00 AM,-74.0139620497,40.6381529138,980374.999864,171773.000008
POINT (-73.82464826617614 40.677569681446144),Linden Blvd,114 Street,06/01/2019 12:00:00 AM,-73.8246482662,40.6775696814,1032888.00015,186182.000061
POINT (-73.82301386609574 40.6780310466824),Linden Blvd,116 Street,06/01/2019 12:00:00 AM,-73.8230138661,40.6780310467,1033340.9999,186351.000051
POINT (-73.82219123020576 40.678268573682004),Linden Blvd,117 Street,06/01/2019 12:00:00 AM,-73.8221912302,40.6782685737,1033569.0001,186437.999877
POINT (-73.82136138643872 40.67850333973828),Linden Blvd,118 Street,06/01/2019 12:00:00 AM,-73.8213613864,40.6785033397,1033798.99997,186524.000033
POINT (-73.81783266177648 40.679507885652036),Linden Blvd,122 Street,06/01/2019 12:00:00 AM,-73.8178326618,40.6795078857,1034776.99998,186891.999953
POINT (-73.81607547786257 40.68000738474426),Linden Blvd,124 Street,06/01/2019 12:00:00 AM,-73.8160754779,40.6800073847,1035263.99999,187074.999916
POINT (-73.81431826762613 40.68050685697069),Linden Blvd,126 Street,06/01/2019 12:00:00 AM,-73.8143182676,40.680506857,1035751,187257.999878
POINT (-73.81344145976463 40.680755214002396),Linden Blvd,127 Street,06/01/2019 12:00:00 AM,-73.8134414598,40.680755214,1035993.99985,187349.000024
POINT (-73.81161565160521 40.68127374714803),Linden Blvd,130 Street,06/01/2019 12:00:00 AM,-73.8116156516,40.6812737471,1036500.00015,187538.999972
POINT (-73.8034460820388 40.68359314409601),Linden Blvd,140 Street,06/01/2019 12:00:00 AM,-73.803446082,40.6835931441,1038763.99988,188388.999912
POINT (-73.80168507716206 40.68409241700922),Linden Blvd,142 Street,06/01/2019 12:00:00 AM,-73.8016850772,40.684092417,1039251.99989,188571.999874
POINT (-73.8007756990324 40.68434885575879),Linden Blvd,143 Street,06/01/2019 12:00:00 AM,-73.800775699,40.6843488558,1039504.00004,188666.000014
POINT (-73.79634776080144 40.685609192362364),Linden Blvd,147 Street,06/01/2019 12:00:00 AM,-73.7963477608,40.6856091924,1040730.99989,189128.000075
POINT (-73.7782118890314 40.691896892779276),Linden Blvd,172 Street,06/01/2019 12:00:00 AM,-73.778211889,40.6918968928,1045755.00001,191431.000062
POINT (-73.77728080652116 40.69211467642841),Linden Blvd,173 Street,06/01/2019 12:00:00 AM,-73.7772808065,40.6921146764,1046013.00015,191510.999902
POINT (-73.7681347080262 40.69245617885069),Linden Blvd,179 Street,06/01/2019 12:00:00 AM,-73.768134708,40.6924561789,1048549,191641.999968
POINT (-73.76110094530299 40.69199439360473),Linden Blvd,190 Street,06/01/2019 12:00:00 AM,-73.7611009453,40.6919943936,1050500.00003,191478.999966
POINT (-73.75941160140006 40.69247121065752),Linden Blvd,192 Street,06/01/2019 12:00:00 AM,-73.7594116014,40.6924712107,1050968.00008,191653.999944
POINT (-73.75856332984962 40.692705485630725),Linden Blvd,193 Street,06/01/2019 12:00:00 AM,-73.7585633298,40.6927054856,1051202.99994,191740.0001
POINT (-73.75170113770525 40.6945985063617),Linden Blvd,201 Street,06/01/2019 12:00:00 AM,-73.7517011377,40.6945985064,1053104.00008,192435.000022
POINT (-73.74100207310993 40.69540933932529),Linden Blvd,219 Street,06/01/2019 12:00:00 AM,-73.7410020731,40.6954093393,1056070.00005,192739.00007
POINT (-73.73840157235232 40.694596492139645),Linden Blvd,222 Street,06/01/2019 12:00:00 AM,-73.7384015724,40.6945964921,1056791.99992,192445.000002
POINT (-73.73751915795931 40.694317259809445),Linden Blvd,223 Street,06/01/2019 12:00:00 AM,-73.737519158,40.6943172598,1057037.00008,192343.999876
POINT (-73.73577232859374 40.693772540876004),Linden Blvd,225 Street,06/01/2019 12:00:00 AM,-73.7357723286,40.6937725409,1057522.0001,192146.999942
POINT (-73.73316476531441 40.69295406913263),Linden Blvd,228 Street,06/01/2019 12:00:00 AM,-73.7331647653,40.6929540691,1058245.99996,191850.999878
POINT (-73.72988546539258 40.69151089816674),Linden Blvd,232 Street,06/01/2019 12:00:00 AM,-73.7298854654,40.6915108982,1059157.00011,191327.99994
POINT (-73.72910110276548 40.6910808683689),Linden Blvd,233 Street,06/01/2019 12:00:00 AM,-73.7291011028,40.6910808684,1059375,191171.999924
POINT (-73.97515610785584 40.65872323004906),Prospect Park South West,11 Avenue,06/03/2019 12:00:00 AM,-73.9751561079,40.65872323,991142.999982,179268.00011
POINT (-73.72459303293029 40.76542871641278),Little Neck Parkway,Nassau Blvd,06/06/2019 12:00:00 AM,-73.7245930329,40.7654287164,1060539.99997,218262.999875
POINT (-73.98601828357546 40.594444830139054),Benson Avenue,Bay 43 Street,06/06/2019 12:00:00 AM,-73.9860182836,40.5944448301,988133.000096,155849.000032
POINT (-73.98900776934892 40.74231723335063),5 Avenue,Broadway & East 24 Street,06/08/2019 12:00:00 AM,-73.9890077693,40.7423172334,987296.00013,209722.999895
POINT (-73.99591548373154 40.73284828937652),5 Avenue,East 9 Street,06/08/2019 12:00:00 AM,-73.9959154837,40.7328482894,985382.000021,206272.999905
POINT (-73.99548967251913 40.73343565151133),5 Avenue,East 10 Street,06/08/2019 12:00:00 AM,-73.9954896725,40.7334356515,985500.000113,206487.000133
POINT (-73.9950494210231 40.734033989497256),5 Avenue,East 11 Street,06/08/2019 12:00:00 AM,-73.995049421,40.7340339895,985621.999869,206705.000026
POINT (-73.99458389885548 40.73467349578713),5 Avenue,East 12 Street,06/08/2019 12:00:00 AM,-73.9945838989,40.7346734958,985750.999939,206937.999888
POINT (-73.99411836775204 40.73531300103882),5 Avenue,East 13 Street,06/08/2019 12:00:00 AM,-73.9941183678,40.735313001,985880.000009,207171.000078
POINT (-73.9931187084505 40.73669081165402),5 Avenue,East 15 Street,06/08/2019 12:00:00 AM,-73.9931187085,40.7366908117,986157.000111,207673.000058
POINT (-73.99265315037384 40.737330309902454),5 Avenue,East 16 Street,06/08/2019 12:00:00 AM,-73.9926531504,40.7373303099,986285.999853,207905.99992
POINT (-73.98684554421726 40.745300550414086),5 Avenue,East 29 Street,06/08/2019 12:00:00 AM,-73.9868455442,40.7453005504,987894.999916,210810.000018
POINT (-73.98639430422638 40.7459208110248),5 Avenue,East 30 Street,06/08/2019 12:00:00 AM,-73.9863943042,40.745920811,988019.999994,211035.999894
POINT (-73.98595027491899 40.746535582107064),5 Avenue,East 31 Street,06/08/2019 12:00:00 AM,-73.9859502749,40.7465355821,988143.000076,211260.000102
POINT (-73.97209831127097 40.7655184633547),5 Avenue,East 61 Street,06/08/2019 12:00:00 AM,-73.9720983113,40.7655184634,991978.99995,218177.000047
POINT (-73.97118443931656 40.766769840669106),5 Avenue,East 63 Street,06/08/2019 12:00:00 AM,-73.9711844393,40.7667698407,992232.0001,218633.00012
POINT (-73.96936381521714 40.76926982913738),5 Avenue,East 67 Street,06/08/2019 12:00:00 AM,-73.9693638152,40.7692698291,992736.000076,219543.999938
POINT (-73.96844262366149 40.77051569261683),5 Avenue,East 69 Street,06/08/2019 12:00:00 AM,-73.9684426237,40.7705156926,992990.999894,219998.000014
POINT (-73.96753222075564 40.77177527521695),5 Avenue,East 71 Street,06/08/2019 12:00:00 AM,-73.9675322208,40.7717752752,993243.000047,220457.000081
